event,year,track,title,authors,sol_link,pdf_url,file
ERRC,2024,principal,Gerenciamento de serviços e dispositivos de rede à partir da fonte de verdade da rede (SoT),"Jerônimo Menezes, Diego Kreutz, Rodrigo Mansilha",https://sol.sbc.org.br/index.php/errc/article/view/35439,https://sol.sbc.org.br/index.php/errc/article/download/35439/35226,ERRC/2024/principal/35439_Gerenciamento-de-servicos-e-dispositivos-de-rede-a-partir-da-fonte-de-verdade-da-rede-SoT.pdf
ERRC,2024,principal,MosqMon: um sistema distribuído para captura de faixas de áudio para treinamento de RNAs detectoras de mosquito Ae. aegypti,"Yang da Fontoura Rodrigues, Rafael Nogueira Rodrigues, Kayuã Oleques Paim, Diego Kreutz, Weverton Cordeiro, Rodrigo Brandão Mansilha",https://sol.sbc.org.br/index.php/errc/article/view/35440,https://sol.sbc.org.br/index.php/errc/article/download/35440/35227,ERRC/2024/principal/35440_MosqMon-um-sistema-distribuido-para-captura-de-faixas-de-audio-para-treinamento-de-RNAs-de.pdf
ERRC,2024,principal,Otimização de hiperparâmetros da DroidAugmentor para geração de dados sintéticos de malware Android,"Angelo Gaspar Diniz Nogueira, Lucas Ferreira Areais de Oliveira, Anna Luiza Gomes da Silva, Diego Kreutz, Rodrigo Brandão Mansilha",https://sol.sbc.org.br/index.php/errc/article/view/35451,https://sol.sbc.org.br/index.php/errc/article/download/35451/35238,ERRC/2024/principal/35451_Otimizacao-de-hiperparametros-da-DroidAugmentor-para-geracao-de-dados-sinteticos-de-malwar.pdf
ERRC,2024,principal,DDS-Builder: construção e disponibilização de um dataset público para sistemas ciberfísicos baseados em Data Distribution Service (DDS),"Douglas Fideles, Diego Kreutz, Silvio Quincozes",https://sol.sbc.org.br/index.php/errc/article/view/35452,https://sol.sbc.org.br/index.php/errc/article/download/35452/35239,ERRC/2024/principal/35452_DDS-Builder-construcao-e-disponibilizacao-de-um-dataset-publico-para-sistemas-ciberfisicos.pdf
ERRC,2024,principal,MH-API: Uma Solução Escalável Para Detecção de Malwares em Android,"Joner de Mello Assolin, Hendrio Bragança, Diego Kreutz, Eduardo Feitosa, Sávio Saboia, Luiza Leão, Vanderson Rocha",https://sol.sbc.org.br/index.php/errc/article/view/35453,https://sol.sbc.org.br/index.php/errc/article/download/35453/35240,ERRC/2024/principal/35453_MH-API-Uma-Solucao-Escalavel-Para-Deteccao-de-Malwares-em-Android.pdf
ERRC,2024,principal,Viés Avaliativo e Generalização Comprometida: O Impacto de Amostras Idênticas em Datasets de Malware Android,"Gabriel Sousa Canto, Vanderson Rocha, Diego Kreutz, Hendrio Bragança, Eduardo Feitosa",https://sol.sbc.org.br/index.php/errc/article/view/35457,https://sol.sbc.org.br/index.php/errc/article/download/35457/35244,ERRC/2024/principal/35457_Vies-Avaliativo-e-Generalizacao-Comprometida-O-Impacto-de-Amostras-Identicas-em-Datasets-d.pdf
ERRC,2024,principal,Análise empírica e comparativa de ferramentas de varredura de vulnerabilidades em aplicações Web usando OWASP BWA e Juice Shop,"Ricardo Rosa, Diego Kreutz, Marcelino Garcia, Santiago Pereira, Rodrigo Mansilha",https://sol.sbc.org.br/index.php/errc/article/view/35458,https://sol.sbc.org.br/index.php/errc/article/download/35458/35245,ERRC/2024/principal/35458_Analise-empirica-e-comparativa-de-ferramentas-de-varredura-de-vulnerabilidades-em-aplicaco.pdf
ERRC,2023,principal,eWebAPI: uma API para assinar digitalmente lotes de certificados eletrônicos utilizando o e-certsDS,"Alan Miguel Dorr Schulze, Diego Kreutz",https://sol.sbc.org.br/index.php/errc/article/view/26018,https://sol.sbc.org.br/index.php/errc/article/download/26018/25841,ERRC/2023/principal/26018_eWebAPI-uma-API-para-assinar-digitalmente-lotes-de-certificados-eletronicos-utilizando-o-e.pdf
ERRC,2023,principal,Avaliação de Métodos de Seleção de Características de Amostras Android com a Ferramenta FS3E (v2),"Nicolas Neves, Vanderson Rocha, Diego Kreutz, Hendrio Bragança, Eduardo Feitosa",https://sol.sbc.org.br/index.php/errc/article/view/26019,https://sol.sbc.org.br/index.php/errc/article/download/26019/25842,ERRC/2023/principal/26019_Avaliacao-de-Metodos-de-Selecao-de-Caracteristicas-de-Amostras-Android-com-a-Ferramenta-FS.pdf
ERRC,2023,principal,AutoDroid: disponibilizando a ferramenta DroidAugmentor como serviço,"Luiz Felipe Laviola, Kayuã Oleques Paim, Diego Kreutz, Rodrigo Brandão Mansilha",https://sol.sbc.org.br/index.php/errc/article/view/26020,https://sol.sbc.org.br/index.php/errc/article/download/26020/25843,ERRC/2023/principal/26020_AutoDroid-disponibilizando-a-ferramenta-DroidAugmentor-como-servico.pdf
ERRC,2023,principal,PDFWebSigner: posicionamento de estampas de assinaturas digitais em documentos PDF,"Maurício El Uri, Diego Kreutz",https://sol.sbc.org.br/index.php/errc/article/view/26021,https://sol.sbc.org.br/index.php/errc/article/download/26021/25844,ERRC/2023/principal/26021_PDFWebSigner-posicionamento-de-estampas-de-assinaturas-digitais-em-documentos-PDF.pdf
ERRC,2021,principal,Ferramentas de extração de características para análise estática de aplicativos Android,"Jonas Pontes, Estevão Costa, Vanderson Rocha, Nicolas Neves, Eduardo Feitosa, Joner Assolin, Diego Kreutz",https://sol.sbc.org.br/index.php/errc/article/view/18539,https://sol.sbc.org.br/index.php/errc/article/download/18539/18372,ERRC/2021/principal/18539_Ferramentas-de-extracao-de-caracteristicas-para-analise-estatica-de-aplicativos-Android.pdf
ERRC,2021,principal,Detecção de Malwares Android: datasets e reprodutibilidade,"Taina Soares, Guilherme Siqueira, Lucas Barcellos, Renato Sayyed, Luciano Vargas, Gustavo Rodrigues, Joner Assolin, Jonas Pontes, Eduardo Feitosa, Diego Kreutz",https://sol.sbc.org.br/index.php/errc/article/view/18540,https://sol.sbc.org.br/index.php/errc/article/download/18540/18373,ERRC/2021/principal/18540_Deteccao-de-Malwares-Android-datasets-e-reprodutibilidade.pdf
ERRC,2021,principal,Detecção de Malwares Android: Levantamento Empírico da Disponibilidade e da Atualização das Fontes de Dados,"Tainá Soares, Joner Mello, Lucas Barcellos, Renato Sayyed, Guilherme Siqueira, Karina Casola, Estevão Costa, Nicolas Gustavo, Eduardo Feitosa, Diego Kreutz",https://sol.sbc.org.br/index.php/errc/article/view/18541,https://sol.sbc.org.br/index.php/errc/article/download/18541/18374,ERRC/2021/principal/18541_Deteccao-de-Malwares-Android-Levantamento-Empirico-da-Disponibilidade-e-da-Atualizacao-das.pdf
ERRC,2021,principal,Detecção de Malwares Android: reprodução da seleção de características do SigPID,"Joner Assolin, Vanderson Rocha, Guilherme Silveira, Gustavo Rodrigues, Eduardo Feitosa, Karina Casola, Diego Kreutz",https://sol.sbc.org.br/index.php/errc/article/view/18542,https://sol.sbc.org.br/index.php/errc/article/download/18542/18375,ERRC/2021/principal/18542_Deteccao-de-Malwares-Android-reproducao-da-selecao-de-caracteristicas-do-SigPID.pdf
ERRC,2021,principal,Análise do impacto de viés nos conjuntos de dados para detecção de Malwares Android,"Lucas Vilanova, Renato Sayyed, Taina Soares, Guilherme Siqueira, Gustavo Rodrigues, Eduardo Feitosa, Diego Kreutz",https://sol.sbc.org.br/index.php/errc/article/view/18543,https://sol.sbc.org.br/index.php/errc/article/download/18543/18376,ERRC/2021/principal/18543_Analise-do-impacto-de-vies-nos-conjuntos-de-dados-para-deteccao-de-Malwares-Android.pdf
ERRC,2021,principal,Usabilidade de Ferramentas para Assinatura Digital de Documentos PDF,"Sandro Oliveira, Luciano Vargas, Rodrigo Mansilha, Diego Kreutz",https://sol.sbc.org.br/index.php/errc/article/view/18546,https://sol.sbc.org.br/index.php/errc/article/download/18546/18379,ERRC/2021/principal/18546_Usabilidade-de-Ferramentas-para-Assinatura-Digital-de-Documentos-PDF.pdf
ERRC,2021,principal,QuickAutoML: Uma ferramenta para treinamento automatizado de modelos de aprendizado de máquina,"Guilherme Siqueira, Gustavo Rodrigues, Eduardo Feitosa, Diego Kreutz",https://sol.sbc.org.br/index.php/errc/article/view/18547,https://sol.sbc.org.br/index.php/errc/article/download/18547/18380,ERRC/2021/principal/18547_QuickAutoML-Uma-ferramenta-para-treinamento-automatizado-de-modelos-de-aprendizado-de-maqu.pdf
ERRC,2021,principal,Estatísticas de 40k+ sites do Ecossistema HTTPS no Brasil,"Débora Patrícia Ströher, Rodrigo Brandão Mansilha, Diego Kreutz",https://sol.sbc.org.br/index.php/errc/article/view/18553,https://sol.sbc.org.br/index.php/errc/article/download/18553/18386,ERRC/2021/principal/18553_Estatisticas-de-40k-sites-do-Ecossistema-HTTPS-no-Brasil.pdf
ERAMIA-RS,2025,principal,Vision Transformers para a Classificação de Cianobactérias a partir de Imagens,"Rafael Prates Quevedo, Bruno Boessio Vizzotto, Elder de Macedo Rodrigues, Rodrigo Brandão Mansilha, Eliezer Soares Flores",https://sol.sbc.org.br/index.php/eramiars/article/view/39380,https://sol.sbc.org.br/index.php/eramiars/article/download/39380/39152,ERAMIA-RS/2025/principal/39380_Vision-Transformers-para-a-Classificacao-de-Cianobacterias-a-partir-de-Imagens.pdf
ERAMIA-RS,2025,principal,Combate à Falsificação Digital: Um Modelo de Detecção de Imagens DeepFake com Aprendizado Profundo,"Vinicius N. Lopes, Tadeu Januario, Vitor G. Balsanello, Diego Kreutz, Dionatan R. Schmidt, Eliezer Flores, Elder Rodrigues",https://sol.sbc.org.br/index.php/eramiars/article/view/39392,https://sol.sbc.org.br/index.php/eramiars/article/download/39392/39164,ERAMIA-RS/2025/principal/39392_Combate-a-Falsificacao-Digital-Um-Modelo-de-Deteccao-de-Imagens-DeepFake-com-Aprendizado-P.pdf
ERAMIA-RS,2025,principal,Tornando Inteligentes Secadores de Grãos de Baixo Custo,"Andressa Assae Perri Tamara Rodrigues, Lanes Beatriz Acosta Jaques, Débora Taís Neves Barros, Fábio Righi da Silva, Rodrigo Brandão Mansilha",https://sol.sbc.org.br/index.php/eramiars/article/view/39463,https://sol.sbc.org.br/index.php/eramiars/article/download/39463/39235,ERAMIA-RS/2025/principal/39463_Tornando-Inteligentes-Secadores-de-Graos-de-Baixo-Custo.pdf
SBSI,2024,estendido,PRORAF: Rastreamento da Agricultura Familiar,"Nykolas F. Santos, Augusto Goulart, Diogo S. Kersten, Jhon P. L. Cornelio, Fábio Basso, Rodrigo B. Mansilha",https://sol.sbc.org.br/index.php/sbsi_estendido/article/view/28617,https://sol.sbc.org.br/index.php/sbsi_estendido/article/download/28617/28421,SBSI/2024/estendido/28617_PRORAF-Rastreamento-da-Agricultura-Familiar.pdf
SBSI,2024,estendido,Evangelização Tecnológica da Agricultura Familiar,"Nykolas F. Santos, Augusto Goulart, Diogo S. Kersten, Jhon P. L. Cornelio, Fábio Basso, Rodrigo B. Mansilha",https://sol.sbc.org.br/index.php/sbsi_estendido/article/view/28629,https://sol.sbc.org.br/index.php/sbsi_estendido/article/download/28629/28433,SBSI/2024/estendido/28629_Evangelizacao-Tecnologica-da-Agricultura-Familiar.pdf
ERES,2025,principal,Uma Interface Web 3.0 Amigável para Rastreabilidade de Produtos da Agricultura Familiar Usando Contratos Inteligentes,"Rafael Nogueira, Nykolas Fornaziero dos Santos, Henrique Fan, Bruno B. Neves, Roben C. Lunardi, Diego Kreutz, Rodrigo B. Mansilha",https://sol.sbc.org.br/index.php/eres/article/view/40390,https://sol.sbc.org.br/index.php/eres/article/download/40390/40159,ERES/2025/principal/40390_Uma-Interface-Web-30-Amigavel-para-Rastreabilidade-de-Produtos-da-Agricultura-Familiar-Usa.pdf
ERES,2025,principal,Smart Agro RAF API,"Henrique Fan, Rafael Nogueira, Bruno B. Neves, Fábio R. da Silva, Roben C. Lunardi, Diego Kreutz, Rodrigo B. Mansilha",https://sol.sbc.org.br/index.php/eres/article/view/40395,https://sol.sbc.org.br/index.php/eres/article/download/40395/40164,ERES/2025/principal/40395_Smart-Agro-RAF-API.pdf
ERES,2024,principal,CANEDA-IDS: Uma Arquitetura Orientada a Eventos para Detecção de Intrusão em Redes CAN,"Felipe N. Dresch, Felipe H. Scherer, Silvio E. Quincozes, Diego Kreutz",https://sol.sbc.org.br/index.php/eres/article/view/31834,https://sol.sbc.org.br/index.php/eres/article/download/31834/31636,ERES/2024/principal/31834_CANEDA-IDS-Uma-Arquitetura-Orientada-a-Eventos-para-Deteccao-de-Intrusao-em-Redes-CAN.pdf
ERES,2024,principal,Jarvas: um Chatbot Assistente via Aplicativos de Mensagens Instantâneas para Aplicações Científicas,"Rafael Nogueira Rodrigues, Lucas Ferreira Soares, Yang da Fontoura Rodrigues, Luiz Felipe Laviola, Diego Kreutz, Rodrigo Brandão Mansilha",https://sol.sbc.org.br/index.php/eres/article/view/31838,https://sol.sbc.org.br/index.php/eres/article/download/31838/31640,ERES/2024/principal/31838_Jarvas-um-Chatbot-Assistente-via-Aplicativos-de-Mensagens-Instantaneas-para-Aplicacoes-Cie.pdf
ERES,2024,principal,X-Ray Covid19: Um Aplicativo Móvel para Diagnóstico através de Radiografias do Tórax,"Michael Martins, Diego Kreutz, Fábio Basso, Silvio E. Quincozes",https://sol.sbc.org.br/index.php/eres/article/view/31841,https://sol.sbc.org.br/index.php/eres/article/download/31841/31643,ERES/2024/principal/31841_X-Ray-Covid19-Um-Aplicativo-Movel-para-Diagnostico-atraves-de-Radiografias-do-Torax.pdf
ERES,2024,principal,Uma GUI para hackers do bem aprenderem sobre malwares sintéticos,"Leonardo Karling Sonco, Angelo Nogueira, Diego Kreutz, Rodrigo Brandão Mansilha",https://sol.sbc.org.br/index.php/eres/article/view/31844,https://sol.sbc.org.br/index.php/eres/article/download/31844/31646,ERES/2024/principal/31844_Uma-GUI-para-hackers-do-bem-aprenderem-sobre-malwares-sinteticos.pdf
ERES,2024,principal,Especificação de Requisitos de Segurança em Firewalls de Próxima Geração: Abordagens e Desafios,"Tiago W. Morais, Felipe H. Scherer, Felipe N. Dresch, Silvio E. Quincozes, Diego Kreutz, Vagner E. Quincozes",https://sol.sbc.org.br/index.php/eres/article/view/31851,https://sol.sbc.org.br/index.php/eres/article/download/31851/31653,ERES/2024/principal/31851_Especificacao-de-Requisitos-de-Seguranca-em-Firewalls-de-Proxima-Geracao-Abordagens-e-Desa.pdf
ERES,2024,principal,Cloud AutoDroid: uma Arquitetura de Backend para Executar Serviços de IA Generativa na Nuvem,"Luiz Felipe Laviola, Angelo Gaspar Diniz Nogueira, Diego Kreutz, Rodrigo Brandão Mansilha",https://sol.sbc.org.br/index.php/eres/article/view/31859,https://sol.sbc.org.br/index.php/eres/article/download/31859/31661,ERES/2024/principal/31859_Cloud-AutoDroid-uma-Arquitetura-de-Backend-para-Executar-Servicos-de-IA-Generativa-na-Nuve.pdf
ERES,2023,principal,Técnicas predatórias na monetização de jogos digitais: um estudo de caso utilizando semiótica,"Vinicius Kreutz Recktenwaldt, Carla D. M. Berkenbrock",https://sol.sbc.org.br/index.php/eres/article/view/27031,https://sol.sbc.org.br/index.php/eres/article/download/27031/26849,ERES/2023/principal/27031_Tecnicas-predatorias-na-monetizacao-de-jogos-digitais-um-estudo-de-caso-utilizando-semioti.pdf
